lad,agemed_all,care_1to19hoursWeek,care_20to49hoursWeek,care_40PlushoursWeek,children_Kids,children_NoKids,children_NonDepKids,density_all,economic_employee,economic_self-employed,economic_student,economic_unemployed,ethnicity_asian,ethnicity_black,ethnicity_white,health_bad,health_good,hoursworked_Female1-15,hoursworked_Female49plus,hoursworked_Male1-15,hoursworked_Male49plus,household_Cohabiting,household_LoneParent,household_Married,household_OnePerson,marital_Married,marital_Seperated,marital_Single,population_all,religion_Buddhist,religion_Christian,religion_Hindu,religion_Jewish,religion_Muslim,religion_Noreligion,tenure_owned,tenure_rented_private,tenure_rented_social,travel_bus,travel_car_van,travel_foot,travel_home,travel_train_metro,welsh_SpeaksWelsh
E09000031,32,4.99,1.33,1.92,34.75,55.25,10,66.54,47.79,12.4,4.4,6.1,21.06,17.34,52.2,5.23,82.71,5.25,3.08,3.67,7.86,8.51,13.67,27.74,29.69,40.37,11.32,43.38,258249,0.77,48.38,2.29,0.49,21.89,17.99,49.93,25.92,22.07,11.12,30.32,6.74,3.38,43.48,1
E09000032,32,4.28,0.94,1.3,24.26,69.42,6.33,89.6,58.69,12.13,3.29,3.82,10.86,10.67,71.41,3.77,87.34,4.08,7.52,2.24,14.54,11.82,9.45,24.69,32.27,33.18,8.92,54.21,306995,0.84,52.96,2.12,0.53,8.06,26.95,45.51,31.66,20.32,13.22,15.12,7.63,5.39,48.19,1
E09000033,34,4.52,1.16,1.56,19,75.16,5.84,102.15,48.72,12.55,2.82,4.52,14.52,7.51,61.68,5.81,84.15,3.99,9.59,2.88,21.66,7.99,8.99,20.9,45.28,33.43,11.35,51.22,219396,1.46,44.61,1.9,3.3,18.27,20.3,30.53,39.66,25.86,14.75,10.22,19.61,8.65,37.89,1
W06000001,45,6.71,1.69,3.13,25.37,64.14,10.49,0.98,47.67,10.23,2.4,4.69,0.7,0.12,98.24,6.32,78.57,6.38,2.67,2.73,10.06,9.1,9.84,32.38,32.32,49.19,11.93,29.79,69751,0.24,65.09,0.06,0.06,0.36,25.52,68.55,14.13,14.67,2.67,76.5,9.54,6.85,0.78,57.21
W06000002,42,5.96,1.38,2.87,24.8,65.89,9.31,0.48,45.14,12.29,4.22,3.57,1.78,0.24,96.47,5.34,81.05,7.26,2.99,3.48,10.27,9.78,9.32,29.42,35.35,44.06,10.85,36.44,121874,0.35,59.49,0.2,0.05,1.13,29.67,65.41,15.36,16.32,4.53,68.9,14.55,8.41,0.77,65.37
W06000003,46,6.78,1.57,3.45,24.45,66.3,9.25,1.02,47.73,11.16,2.68,4.1,1.09,0.17,97.68,6.98,77.51,6.1,3.08,3.2,10.13,8.98,9.72,30.3,33.8,48.47,12.95,28.85,115228,0.3,64.66,0.18,0.05,0.51,26.05,69.37,16.68,11.62,4.35,72.65,11.33,7.25,1.23,27.39
W06000004,44,6.9,1.88,3.62,27.18,62.61,10.21,1.12,48.49,10.3,2.61,4.22,1.53,0.17,97.35,7.31,78,5.88,2.8,2.96,10.24,9.72,10.83,32.38,31.36,48.3,12.81,30.49,93734,0.28,64.15,0.18,0.03,0.5,26.81,68.54,15.9,13.13,3.4,73.59,12.11,6.35,1.15,24.56
W06000005,41,7,1.63,2.93,29.66,58.88,11.46,3.49,55.78,7.9,2.75,3.86,0.79,0.09,98.46,5.69,81.12,6.29,2.19,2.64,8.55,10.05,10.94,37.01,27.4,50.44,11.89,30.34,152506,0.23,66.42,0.1,0.05,0.32,25.39,72.83,10.55,15.13,3.99,79.5,7.67,4.37,0.97,13.16
W06000006,40,6.57,1.67,3,29.86,59.35,10.79,2.68,54.29,7.65,3.2,4.18,1.72,0.46,96.89,6.21,79.69,6.04,2.14,2.51,9.1,10.64,11.26,34.71,29.49,47.97,11.98,32.6,134844,0.26,63.46,0.37,0.04,0.64,27.38,63.6,11.88,22.45,5.37,77.61,8.84,4.12,0.88,12.87
W06000008,42,6.89,1.51,2.93,22.82,68.48,8.7,0.43,37.93,14.39,6.21,2.56,1.45,0.35,96.73,6.34,79.25,7.91,4.2,4.46,12.27,9.06,7.93,30.36,33.13,43.01,10.42,38.72,75922,0.47,57.93,0.26,0.08,0.69,30.73,67.56,19.88,10.13,2.87,65.44,15.8,12.53,0.54,47.34
W06000009,45,7.36,1.74,3.32,27.09,63.39,9.52,0.76,46.27,13.47,2.23,4.04,0.97,0.15,98.11,6.8,77.94,7.08,3.59,3.03,12.21,8.73,11.02,33.09,30.86,50.53,12.28,28.44,122439,0.34,63.02,0.19,0.04,0.35,27.31,68.82,13.53,15.65,2.96,72.09,11.85,9.7,0.51,19.25
W06000010,44,7.29,1.9,3.87,27.7,61.58,10.73,0.78,47.63,11.01,2.48,3.73,1,0.15,98.12,8.44,75.23,5.81,3.5,2.79,11.06,8.76,11.32,34.02,30.15,49.64,11.94,29.5,183777,0.23,61.78,0.19,0.04,0.34,28.86,71.45,11.8,14.81,2.09,76.91,9.51,8.13,1.08,43.93
W06000011,39,7.26,1.88,3.56,26.75,63,10.25,6.29,47.89,6.59,4.64,3.86,3.26,0.83,94.01,8.09,77.93,6.7,2.08,3.63,7.72,8.6,11.68,30.4,33.32,43.92,11.74,36.68,239023,0.36,55,0.33,0.07,2.27,33.98,64.02,14.74,19.21,5.73,75.63,10.46,3.75,1,11.4
W06000012,42,7.42,2.34,4.8,28.2,58.93,12.88,3.17,49.82,5.74,2.19,4.5,0.98,0.21,98.05,10.46,73.34,5.5,1.86,2.45,7.63,9.45,12.24,33.94,30.23,47.54,12.79,31.22,139812,0.22,57.68,0.1,0.03,0.41,33.81,68.68,10.24,19.12,3.37,80.48,8.35,2.92,1.74,15.3
W06000013,41,6.94,1.99,3.95,29.43,58.62,11.95,5.55,51.26,6.55,2.27,4.56,1.11,0.23,97.78,8.9,76.01,5.71,2.13,2.5,8.47,9.86,11.88,35.38,28.15,48.76,12.6,30.87,139178,0.26,55.06,0.19,0.02,0.38,36.69,72.37,12.28,13.84,2.85,79.78,8.97,3.3,2.56,9.73
W06000014,42,7.87,1.62,2.84,29.63,60,10.37,3.82,52.95,9.29,2.49,4.31,1.56,0.39,96.44,6.39,80.06,6.22,2.76,2.86,10.22,9.4,11.23,34.9,29.63,49.33,12.28,30.84,126336,0.28,58.09,0.21,0.07,0.62,32.89,72.23,14.6,11.88,2.91,73.41,8.82,5.29,6.12,10.8
W06000015,33,6.26,1.37,2.49,27.69,63.57,8.74,24.65,49.81,7.04,5.85,4.44,8.06,2.37,84.69,6.43,81.43,6.61,2.76,3.8,7.89,10.22,11.11,28.5,33.07,38.72,10.31,44.99,346090,0.49,51.36,1.37,0.23,6.84,31.77,59.11,21.9,17.1,10.15,61.98,15.45,3.75,3.47,11.06
W06000016,40,6.69,1.95,4.01,30.06,57.94,12.01,5.53,48.99,6.41,3.08,4.71,1.29,0.56,97.37,9.6,74.53,5.71,1.81,2.54,7.6,9.92,13.1,33.39,29.98,46.12,11.86,33.92,234410,0.22,50.5,0.17,0.04,0.45,40.76,71,13.65,13.72,4.03,78.71,8.54,2.79,4.28,12.32
W06000018,40,6.85,1.96,3.89,31.62,55.87,12.52,6.44,51.51,6.03,2.17,5.14,0.75,0.14,98.34,9.32,74.75,5.24,1.97,2.26,7.8,11.03,12.99,35.51,27.12,48.11,11.94,32.32,178806,0.16,50.71,0.1,0.04,0.22,40.87,69.32,10.73,18.75,3.9,79.51,7.66,2.93,3.93,11.2
W06000019,41,6.21,2.31,4.02,29.11,57.76,13.13,6.42,48.08,5.03,2.07,6.87,0.69,0.14,98.48,10.69,72.56,5.09,1.57,2.46,7.22,10.37,13.83,31.56,31.59,44.5,12.82,34.21,69814,0.16,49.85,0.1,0.01,0.26,41.07,62.09,12.8,23.95,3.08,82.18,9.81,1.98,0.85,7.85
W06000020,41,7.37,1.93,3.8,30.19,57.96,11.84,7.25,53.11,5.83,2.56,4.78,1.07,0.19,97.98,8.68,75.78,5.64,1.9,2.47,7.48,10.44,12.28,34.22,28.98,47.91,12.64,31.14,91075,0.24,55.42,0.26,0.02,0.26,35.8,66.24,8.61,23.62,4.76,80.3,8.06,2.8,1.28,9.84
W06000021,45,8.22,1.57,2.79,27.83,62.06,10.1,1.08,50.82,12.04,2.27,3.35,0.99,0.16,98.03,5.93,80.05,6.89,3.59,3.02,12.24,8.92,8.55,38.51,27.7,54.26,11.54,26.33,91323,0.29,62.53,0.18,0.07,0.26,28.49,73.61,10.8,13.83,1.37,74.14,10.41,8.92,2.27,9.91
W06000022,38,6.55,1.75,3.09,30.95,58.78,10.26,7.65,52.03,6.56,3.61,5.34,5.48,1.74,89.91,7.36,78.55,5.92,2.19,2.9,8.32,9.42,12.99,31.77,30.81,45.88,12.26,34.45,145736,0.25,56.85,0.47,0.07,4.71,29.74,64.2,14.01,19.82,7.91,73.61,9.34,3.57,2.18,9.3
W06000023,46,7.71,1.57,2.87,25.21,65.5,9.29,0.26,47.01,17.39,2.13,3.05,0.86,0.1,98.38,6.13,78.94,6.82,3.95,2.85,14.59,9.4,8.99,33.88,31.47,51.31,11.69,28.23,132976,0.43,61.76,0.24,0.06,0.18,27.86,68.71,14.81,13.99,1.09,68.53,13.74,13.1,0.72,18.58
W06000024,40,6.43,2.19,4.02,31.54,54.21,14.25,5.28,50.25,5.74,2.46,5.72,1.18,0.24,97.6,11.17,72.97,5.14,1.82,2.52,7.41,10.53,14.78,33.1,27.03,45.07,11.77,35.26,58802,0.21,56.03,0.14,0.01,0.34,35.79,65.29,11.58,21.09,7,76.42,10.02,2.53,1.98,8.89
